Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int11409_395_471_R_144_154_R_45 57 58 0.03695602049681191 NA 79 GWHPACEK021787|GWHPACEN023737 8
Int11890_361_504_R_81_86_R_39 53 54 0.11562840395690877 NA 100 GWHPACEE066204|GLYMA_16G137600_1 10
Int11890_361_504_R_81_86_R_39 56 57 0.11806670724721392 NA 100 GWHPACEA066696|GWHPACEU066771 8
Int11890_361_628_R_48_55_R_14 18 19 0.12826587556717842 NA 100 GWHPACET068237|GWHPACEL063969 1
Int12253_29_38_L_16_28_L_14 17 19 0.10662865766511098 NA 100 GWHPACEV060809|GWHPACEX062440 2
Int7884_206_319_R_57_71_R_33 39 42 0.1086387292409789 NA 100 W05_GLYSO_15G041837_1_P|GWHPACDY065471 6
Int7884_206_319_R_57_71_R_33 39 40 0.18849509932778602 NA 100 GWHPACDZ062577|GWHPACEJ087249 3
Int8559_390_422_L_64_81_L_54 79 80 0.03069629790665286 NA 100 GLYMA_19G139600_1|GWHPACDY080281 15
Int9342_188_247_L_79_91_R_19 33 17 0.12089813911611129 GWHPACDZ062773 NA NA 1
Int9342_188_247_L_79_91_R_19 33 34 0.12232110576414394 NA 100 GLYMA_15G247400_11|GWHPACEL060691 4
Int9342_188_247_L_79_91_R_19 23 24 0.14942399456723768 NA 100 GWHPACDY065667|GWHPACEL060684 5
Int9342_188_247_L_79_91_R_19 22 23 0.06217627386616608 NA 100 GWHPACDY065667|GWHPACES064089 4
Int9555_160_226_L_93_106_L_73 114 116 0.32714999768898556 NA 100 GLYMA_18G280366_1|GLYMA_ZH13_18G248800_1_P 9
Int9778_403_509_R_83_122_R_42 69 31 0.4133239433852667 GWHPACEN070502 NA NA 0
Int9778_403_509_R_83_122_R_42 48 49 0.028694969667014104 NA 96 GWHPACEB065061|GWHPACEW071214 9
